adipose tissue,adrenal gland,appendix,bone marrow,breast,bronchus,cartilage,caudate,cerebellum,cerebral cortex,cervix,choroid plexus,colon,dorsal raphe,duodenum,endometrium,endometrium 1,endometrium 2,epididymis,esophagus,eye,fallopian tube,gallbladder,hair,heart muscle,hippocampus,hypothalamus,kidney,lactating breast,liver,lung,lymph node,nasopharynx,oral mucosa,ovary,pancreas,parathyroid gland,pituitary gland,placenta,prostate,rectum,retina,salivary gland,seminal vesicle,skeletal muscle,skin,skin 1,skin 2,small intestine,smooth muscle,soft tissue 1,soft tissue 2,sole of foot,spleen,stomach 1,stomach 2,substantia nigra,testis,thymus,thyroid gland,tonsil,urinary bladder,vagina
,RPL17,CD177,,,GPANK1,,,ZBTB44,ERO1A,,,ARHGEF3,,SLC20A2,,,,,,,H4C2,DHX36,,,,,RBKS,,,,,PRKDC,,,,,,STX19,,RAB3B,,,,,,,,DNAJC18,,,,,,GPANK1,LBH,,TRAPPC8,,,ENSG00000251537,,
,FSBP,SPIRE2,,,DHX16,,,NLGN3,RPS4X,,,ERMAP,,TMUB2,,,,,,,H3C10,KLC2,,,,,TMEM126A,,,,,ZNF260,,,,,,TMEM139,,RSPO1,,,,,,,,PYM1,,,,,,DHX16,ZNF134,,FAM81B,,,PRKDC,,
,STRADA,ZBTB10,,,MRPS18B,,,ELAVL3,ZNF84,,,SGMS2,,AXIN2,,,,,,,PAGR1,CTBP2,,,,,TRIM8,,,,,ENSG00000254692,,,,,,APOLD1,,PRELID1,,,,,,,,NUDT9,,,,,,MRPS18B,DNASE1,,LPCAT1,,,UTP14C,,
,GDF10,SNX2,,,PPP1R10,,,FUT4,MAK16,,,METAP1,,NDUFS5,,,,,,,ENSG00000283149,MRPS22,,,,,TMEM37,,,,,ANKHD1-EIF4EBP3,,,,,,TAF7,,NPIPB3,,,,,,,,PA2G4,,,,,,PPP1R10,GALT,,SPACA7,,,LYN,,
,ZNF285,TECPR1,,,ZNF616,,,XRCC6,SIRPA,,,DNAJB14,,LDLRAD4,,,,,,,ENSG00000284292,MARCKSL1,,,,,FAM98B,,,,,ENSG00000255730,,,,,,HYI,,GPRIN1,,,,,,,,TMC7,,,,,,ABCF1,GANC,,PTPRD,,,PINX1,,
,ENSG00000267561,MT1A,,,TRIM27,,,PPP1R26,NPIPB13,,,H2AZ1,,DNAJC21,,,,,,,CCDC39,SH3BP5L,,,,,GAA,,,,,DNAAF4,,,,,,TUFM,,MRPL1,,,,,,,,ARL6IP1,,,,,,DDR1,MRPL23,,GTF2E1,,,ANKHD1-EIF4EBP3,,
,NDUFA7,HMGN1,,,MRPL53,,,NPIPB15,ZNF649,,,SLC9B2,,CNNM3,,,,,,,LRTOMT,YPEL2,,,,,CANT1,,,,,POLG2,,,,,,EIF3K,,PTK2,,,,,,,,NUDCD2,,,,,,PPP1R11,FIS1,,CFDP1,,,ENSG00000255639,,
,NBPF12,EIF3CL,,,SPIRE2,,,ZNF777,ZNF544,,,PGRMC2,,TET2,,,,,,,ENSG00000284969,PSMD2,,,,,PGAM1,,,,,ENSG00000256591,,,,,,SNX18,,PTAFR,,,,,,,,FOXA3,,,,,,RACK1,NEURL1B,,TGIF2LX,,,ENSG00000255730,,
,FAM156A,ITSN1,,,SLC35B4,,,PIK3R4,TMEM229B,,,CCDC51,,ABHD15,,,,,,,ENSG00000285245,FAM131A,,,,,KRT19,,,,,DENND11,,,,,,EXOC3L1,,PTPN9,,,,,,,,TRABD,,,,,,SPDYC,HAUS3,,JAZF1,,,ENSG00000256591,,
,H3Y2,DENND1C,,,TMEM231,,,ZNF775,MAN1A2,,,INTU,,ADAL,,,,,,,ENSG00000285330,CSRP2,,,,,GLOD5,,,,,LSM14A,,,,,,CYC1,,TM2D2,,,,,,,,KCNS3,,,,,,TRIM27,STARD10,,DDAH1,,,LSM14A,,
,NBPF9,NYNRIN,,,C4orf47,,,SIAH1,SVIP,,,RNF123,,LCMT2,,,,,,,ENSG00000285458,PCCA,,,,,LRRC8C,,,,,TAS2R38,,,,,,FARSA,,PLEKHA2,,,,,,,,KIF5B,,,,,,UQCC3,FER1L6,,SREK1,,,CUX1,,
,NBPF14,JPT2,,,PSENEN,,,C20orf96,QRICH1,,,ABHD18,,STX18,,,,,,,H3C2,DCTN2,,,,,ETFDH,,,,,MAP1LC3B2,,,,,,SPTY2D1,,CLIC4,,,,,,,,AKAP13,,,,,,SPIRE2,NEURL4,,DGKE,,,MAP1LC3B2,,
,TAF15,RAB12,,,ZBTB10,,,NCOR2,DDX42,,,RAD54L2,,HTR1E,,,,,,,H3C3,ZNF408,,,,,PTGER4,,,,,C17orf49,,,,,,CALR,,GPR183,,,,,,,,SDR16C5,,,,,,SLC35B4,MUC5AC,,HS2ST1,,,C17orf49,,
,HSPE1-MOB4,SACM1L,,,PSMB10,,,PRPF40A,SLC29A3,,,DUSP7,,ANKRD49,,,,,,,H2AC18,CKAP5,,,,,MAP6,,,,,BCL2L2-PABPN1,,,,,,RAD23A,,GJB1,,,,,,,,GPR27,,,,,,ZBTB10,PEX26,,MSI2,,,BCL2L2-PABPN1,,
,NBPF10,SLC48A1,,,SARNP,,,GDAP2,HELZ,,,C4orf3,,TMEM150A,,,,,,,SOD2,ARHGAP1,,,,,FGG,,,,,ENSG00000260170,,,,,,PTPN11,,PCBP1,,,,,,,,RIOX2,,,,,,SNX2,VPS16,,PPP2R5E,,,MRPL46,,
,CD24,MAP10,,,ADGRG1,,,MYO18A,PEG3,,,HMGB2,,LRRC28,,,,,,,,MED16,,,,,PLRG1,,,,,CCPG1,,,,,,GATA2,,DTWD2,,,,,,,,TRIAP1,,,,,,SARNP,RPL17-C18orf32,,CABYR,,,HOXB7,,
,NBPF26,DENND1B,,,IPO7,,,MYO6,ZKSCAN8,,,GUCY1A1,,ZNF608,,,,,,,,TMEM9B,,,,,CLSTN1,,,,,ISY1-RAB43,,,,,,ARID3B,,INO80E,,,,,,,,KIAA0232,,,,,,MT1A,IFI30,,IMPACT,,,ENSG00000260170,,
,H3-7,SCAF8,,,SMN2,,,HDAC2,ASPH,,,FHIP1A,,LETM1,,,,,,,,EIF3F,,,,,TCEA2,,,,,ENSG00000262660,,,,,,GCC1,,CKAP2L,,,,,,,,MTSS1,,,,,,RGL3,UMAD1,,SDHAF4,,,ISY1-RAB43,,
,CWC25,NRAS,,,HMGN1,,,TECPR2,ITSN2,,,ARFIP1,,PPIC,,,,,,,,LIPT2,,,,,GPHN,,,,,MRPL12,,,,,,CDC42EP4,,RAMAC,,,,,,,,RPS9,,,,,,HMGN1,PPP3R1,,CHST9,,,CORO7,,
,H2BC14,ANKRD39,,,EIF3CL,,,H2AC13,TXNRD1,,,ABCE1,,TM4SF20,,,,,,,,ALG10B,,,,,PAH,,,,,GTF2I,,,,,,ZBTB42,,MT1E,,,,,,,,NDUFA3,,,,,,RIMOC1,SLC12A8,,DNAAF1,,,ENSG00000262660,,
,H2BC8,PTPRCAP,,,LCMT1,,,CD47,SH3BGRL2,,,LSM6,,LGALS9,,,,,,,,UCP2,,,,,GATM,,,,,SRSF8,,,,,,LACC1,,HNRNPF,,,,,,,,TANC2,,,,,,NYNRIN,CCNL2,,TBCEL,,,MRPL12,,
,H3C8,SIPA1,,,CRYZL1,,,TLE1,TLK1,,,TMEM184C,,ATP5ME,,,,,,,,ERCC4,,,,,ZNF540,,,,,RBM8A,,,,,,SERTAD2,,CSGALNACT2,,,,,,,,TSNARE1,,,,,,JPT2,UBA52,,TOMM70,,,GTF2I,,
,CASTOR2,ERV3-1,,,RIMOC1,,,H2AC11,MDM4,,,ITGA2,,UQCRFS1,,,,,,,,MLXIP,,,,,ZNF570,,,,,TIMM23,,,,,,ZNF154,,AVEN,,,,,,,,MTM1,,,,,,HACD2,ZNF630,,CERS3,,,SRSF8,,
,H2BC6,RBMXL1,,,NYNRIN,,,ZSCAN16,NCOA6,,,EDIL3,,HNRNPH1,,,,,,,,TTLL11,,,,,ZNF217,,,,,RNF115,,,,,,B3GNT3,,SYAP1,,,,,,,,GIMAP8,,,,,,ZCWPW2,C21orf140,,ABCA9,,,RBM8A,,
,H2BC17,DNAJC9,,,JPT2,,,PPTC7,STK39,,,ELOVL7,,MECP2,,,,,,,,ZNF169,,,,,ATPAF2,,,,,RPL17,,,,,,SSC5D,,TPST1,,,,,,,,KCNMB3,,,,,,SACM1L,USP17L2,,ABCA5,,,TIMM23,,
,H3C6,NDUFS3,,,SERPINB4,,,NHLRC2,SLC9A6,,,LMBRD2,,ACTBL2,,,,,,,,CTDNEP1,,,,,SHLD1,,,,,GDF10,,,,,,TSHZ1,,ZNF768,,,,,,,,C1GALT1C1,,,,,,MAP10,VPS52,,MIA3,,,RNF115,,
,SYNRG,LBH,,,RAB12,,,H2AC7,MT-CO2,,,NIPBL,,HSPBAP1,,,,,,,,ETV4,,,,,SYNPO,,,,,ENSG00000267001,,,,,,TDRP,,SF3B5,,,,,,,,BBLN,,,,,,DENND1B,PLEKHM1,,ENAH,,,RPL17,,
,H3C11,PPP1CB,,,HACD2,,,CRACDL,PLXNB3,,,SLC25A46,,ASMTL,,,,,,,,SWI5,,,,,THOP1,,,,,SLC6A14,,,,,,RCC1,,IFFO2,,,,,,,,RBKS,,,,,,SCAF8,HSBP1L1,,PPP1R3A,,,BAHCC1,,
,AATF,LAT,,,ZCWPW2,,,H2BC26,COLGALT2,,,PRRC1,,FAM110B,,,,,,,,BAIAP2,,,,,CYCS,,,,,H3Y2,,,,,,CCDC66,,CHD3,,,,,,,,TMEM126A,,,,,,GIMAP1,SCAMP4,,ASZ1,,,RASSF5,,
,H2BC9,ATF6B,,,SELENOH,,,AP2A1,FAM169A,,,WDR41,,RAB3B,,,,,,,,ZDHHC21,,,,,MRPL13,,,,,TAF15,,,,,,MCFD2,,SIMC1,,,,,,,,TMEM126B,,,,,,ANKRD39,DHFR,,BUB3,,,STRADA,,
,H3C1,RPS29,,,SACM1L,,,FUT11,ZNF830,,,SPINK1,,RSPO1,,,,,,,,ORAI3,,,,,PAIP1,,,,,GAS2L2,,,,,,GAS1,,NSG2,,,,,,,,TMEM37,,,,,,PVRIG,RPL41,,CFAP210,,,UPK3BL1,,
,TUBGCP5,ZNF134,,,MAP10,,,FAM163B,SCAMP5,,,HTR4,,PRELID1,,,,,,,,LYSMD3,,,,,ZNF131,,,,,CD24,,,,,,H2AC6,,ZNF778,,,,,,,,CANT1,,,,,,RBMXL1,PGA4,,C10orf90,,,ENSG00000267561,,
,H2BC3,GALT,,,SCAF8,,,NPIPB9,ZNF521,,,GRPEL2,,MRPL1,,,,,,,,ZNF613,,,,,DPAGT1,,,,,H3-7,,,,,,H2BC4,,HNRNPA3,,,,,,,,KRT19,,,,,,SRA1,PGA3,,DIPK1A,,,NDUFA7,,
,H2AC8,GANC,,,CFAP45,,,ZNF470,MT-CO1,,,SERINC5,,SHE,,,,,,,,JAKMIP2,,,,,BSG,,,,,CWC25,,,,,,YOD1,,RNF150,,,,,,,,KRT20,,,,,,STIMATE,SETSIP,,C21orf91,,,H3Y2,,
,H2BC7,MRPL23,,,CRIP1,,,GMFB,CHAMP1,,,ERAP1,,SLC33A1,,,,,,,,ZNF683,,,,,BPGM,,,,,H2BC14,,,,,,SLC36A4,,USP47,,,,,,,,GLOD5,,,,,,DNAJC9,RPS18,,CHODL,,,SPIB,,
,H3C7,FBXO16,,,FAM24B,,,ZNF420,DENND4B,,,ANKRA2,,PTPN9,,,,,,,,IP6K1,,,,,SUCLG2,,,,,H2BC8,,,,,,PPA1,,PDCD6IP,,,,,,,,HOPX,,,,,,NDUFS3,TAPBP,,ATP5PF,,,BIVM-ERCC5,,
,PRICKLE4,ARL16,,,ANKRD39,,,MAFG,R3HDM4,,,GFM2,,TM2D2,,,,,,,,CSTF3,,,,,STARD5,,,,,H3C8,,,,,,SSR4,,MRAP,,,,,,,,RSL1D1,,,,,,LBH,H2BC15,,TSEN2,,,H4C15,,
,ACACA,MYCBP,,,CHUK,,,GAL3ST4,SFMBT2,,,CCDC127,,PLEKHA2,,,,,,,,TCP11L1,,,,,CSDC2,,,,,H2BC6,,,,,,CAPS2,,CRTAP,,,,,,,,ETFDH,,,,,,ATF6B,UQCRHL,,CCDC174,,,TAF15,,
,H2BC10,SH3D21,,,PVRIG,,,PCBP2,PNMA5,,,UQCRQ,,GPR183,,,,,,,,CCDC57,,,,,GNB2,,,,,H2BC17,,,,,,ZNF792,,ELP5,,,,,,,,PTGER4,,,,,,CLIC1,H2BC12L,,FLCN,,,H4C14,,
,H4C1,C17orf67,,,RBMXL1,,,LRRC8B,SMC5,,,CITED2,,CCDC8,,,,,,,,ZSCAN2,,,,,PDZD3,,,,,H3C6,,,,,,SCRIB,,LGALS9B,,,,,,,,TBCA,,,,,,RPS29,HLA-B,,CXXC1,,,POM121C,,
,H3C10,FIS1,,,SRA1,,,H3C12,TOP1,,,TMEM200A,,PCBP1,,,,,,,,GJC3,,,,,CLP1,,,,,SYNRG,,,,,,LRRC57,,STX8,,,,,,,,CLSTN1,,,,,,ZNF134,ZSCAN31,,SKA1,,,CD24,,
,MRPL45,HAUS3,,,DNAJC9,,,SND1,L1CAM,,,PDSS2,,INO80E,,,,,,,,KCMF1,,,,,ZNF24,,,,,H3C11,,,,,,ZNF707,,B3GNT2,,,,,,,,ATF7IP,,,,,,DNASE1,B3GNT9,,PPP4R1,,,H3-7,,
,IQCJ-SCHIP1,IFRD2,,,LBH,,,ENTPD4,RASGEF1A,,,STK17A,,CKAP2L,,,,,,,,PHLDB3,,,,,PPP1CA,,,,,AATF,,,,,,NPM1,,GPRC5C,,,,,,,,TCEA2,,,,,,GALT,RGL2,,RAB6B,,,H4C12,,
,SCO2,NPIPA8,,,IRF9,,,SYNGAP1,SPOUT1,,,SAP30L,,RAMAC,,,,,,,,THAP4,,,,,NIPAL4,,,,,H2BC9,,,,,,PJA1,,KRT8,,,,,,,,LGALS4,,,,,,GANC,C2orf74,,EME1,,,CWC25,,
,ENSG00000284292,NPIPA7,,,GANC,,,BLM,GPRASP1,,,RPS14,,LUZP1,,,,,,,,SMCR8,,,,,CHCHD1,,,,,H3C1,,,,,,H2AC25,,MGMT,,,,,,,,ZNF540,,,,,,REPIN1,TMEM250,,EPHB1,,,H2BC14,,
,ENSG00000285458,PHB2,,,TTLL3,,,TRIM33,MAGEE1,,,COG5,,HEXD,,,,,,,,DEAF1,,,,,MRPL52,,,,,TUBGCP5,,,,,,ZNF746,,HARS1,,,,,,,,FBXL14,,,,,,MRPL23,TXNDC5,,ACSS1,,,H2BC8,,
,ENSG00000285547,VPS16,,,MRPL23,,,PELI1,PJA2,,,CAMLG,,AGPAT2,,,,,,,,WDR73,,,,,SMPDL3A,,,,,DUSP14,,,,,,SYNE4,,DNAJC18,,,,,,,,ZNF570,,,,,,MYCBP,CASTOR1,,ANKRD40,,,H3C8,,
,ENSG00000286098,RPL17-C18orf32,,,FBXO16,,,ZNF860,RORB,,,CDCA7L,,LIMS1,,,,,,,,EPS8L2,,,,,RAD9A,,,,,ENSG00000276345,,,,,,ZBTB2,,PYM1,,,,,,,,TRAPPC12,,,,,,FIS1,RBM14,,ZNF18,,,H2BC6,,
,H3C2,IFI30,,,LYRM4,,,HTT,PLPP4,,,MIOS,,TAPT1,,,,,,,,ANO6,,,,,ZNG1A,,,,,H2BC3,,,,,,ACBD4,,MZB1,,,,,,,,PTEN,,,,,,HAUS3,TNFSF12,,SEPTIN14,,,H4C6,,
,H3C3,UMAD1,,,MYCBP,,,H3C4,H3C14,,,ZNF704,,HNRNPF,,,,,,,,ZBTB34,,,,,DCP2,,,,,H2AC8,,,,,,SGSH,,NUDT9,,,,,,,,RPS7,,,,,,STARD10,GET4,,RSPH10B,,,H2BC17,,
,SOD2,C6orf226,,,SH3D21,,,SHPK,H2BC18,,,BRI3,,SYAP1,,,,,,,,NUDT4B,,,,,RARG,,,,,H2BC7,,,,,,MEX3D,,PA2G4,,,,,,,,CYP4F11,,,,,,FER1L6,PPIL3,,AK9,,,H3C6,,
,,CCNL2,,,FIS1,,,OPALIN,H3C15,,,CTSB,,TPST1,,,,,,,,RPS6KA3,,,,,CES4A,,,,,MARCKS,,,,,,MRPS23,,TMC7,,,,,,,,ZNF217,,,,,,NPIPA8,ISY1,,ODF1,,,H4C13,,
,,ZNF630,,,HAUS3,,,OGDHL,GDI1,,,RAD21,,TM4SF4,,,,,,,,PUS1,,,,,CES3,,,,,H3C7,,,,,,SLX1B,,SMAGP,,,,,,,,SCG2,,,,,,NPIPA7,RDH14,,PIP4P2,,,PRAG1,,
,,VPS52,,,STARD10,,,GSTK1,RPA4,,,SUN1,,ZNF768,,,,,,,,MAN1B1,,,,,CES2,,,,,CISD3,,,,,,YIPF6,,CDH2,,,,,,,,CYP4F22,,,,,,NEURL4,YAE1,,CDK19,,,H3C11,,
,,CKMT1A,,,PHB2,,,HNRNPAB,RUFY2,,,GPER1,,PUSL1,,,,,,,,SAMD9L,,,,,PDP2,,,,,PRICKLE4,,,,,,ZBTB20,,NUDCD2,,,,,,,,PPIH,,,,,,MUC5AC,ATP5MF,,GTF3C6,,,H4C7,,
,,NPIPA3,,,MUC5AC,,,STMN3,NHSL2,,,MICALL2,,IFFO2,,,,,,,,PAWR,,,,,SP3,,,,,ACACA,,,,,,COPG1,,IRF2BP1,,,,,,,,THOP1,,,,,,PEX26,ARPC1A,,MMS19,,,AATF,,
,,HSBP1L1,,,FAM166B,,,PDGFA,ZDHHC18,,,FMC1,,MYO7B,,,,,,,,ACOT4,,,,,DMXL1,,,,,H2BC10,,,,,,RELL1,,TRABD,,,,,,,,REG3A,,,,,,GOLGA8B,ATP5PO,,SAMSN1,,,H2BC9,,
,,RPL41,,,C5orf49,,,MYO5A,SYT15,,,FOXK1,,CNTROB,,,,,,,,RABEP2,,,,,EGFL7,,,,,H4C1,,,,,,SLC35C1,,KIF5B,,,,,,,,REG1B,,,,,,VPS16,EIF6,,USP25,,,H3C1,,
,,SETSIP,,,DDX3X,,,HOXA4,BMPR2,,,COX6C,,SIMC1,,,,,,,,TBL1XR1,,,,,RNASEH2C,,,,,H3C10,,,,,,C5orf24,,AKAP13,,,,,,,,QARS1,,,,,,ZNF407,MRPL20,,SLC16A1,,,H4C9,,
,,RPS18,,,VPS16,,,TOPORS,TCEA3,,,YWHAZ,,ZNF778,,,,,,,,SAMD12,,,,,MYD88,,,,,MRPL45,,,,,,PNMA8A,,GPR27,,,,,,,,EIF2AK3,,,,,,RPL17-C18orf32,AP5Z1,,MAGEC1,,,ENSG00000276345,,
,,TAPBP,,,ZNF407,,,ENTPD6,RING1,,,FZD6,,HNRNPA3,,,,,,,,C18orf32,,,,,SLC22A13,,,,,IQCJ-SCHIP1,,,,,,IDH2,,NDUFA3,,,,,,,,NME6,,,,,,IFI30,MRPL33,,CNOT8,,,H2BC3,,
,,PHGR1,,,RPL17-C18orf32,,,SPTAN1,RXRB,,,CTHRC1,,RNF150,,,,,,,,PIDD1,,,,,PHF8,,,,,TPTEP2-CSNK1E,,,,,,GET1,,NUDT6,,,,,,,,CYCS,,,,,,FNIP1,NAA80,,MIER3,,,H4C5,,
,,NPIPB7,,,ZNF579,,,KLHL14,AGPAT1,,,DCAF13,,USP47,,,,,,,,JUN,,,,,TADA2B,,,,,ENSG00000284969,,,,,,TNRC18,,TANC2,,,,,,,,MRPL13,,,,,,RNASEK,TTC4,,C9orf85,,,H2AC8,,
,,H2BC15,,,UMAD1,,,PHF2,SMIM5,,,VIRMA,,PDCD6IP,,,,,,,,GBA1,,,,,CCDC96,,,,,ENSG00000285458,,,,,,IST1,,FPR2,,,,,,,,C5orf34,,,,,,UMAD1,TMEM35B,,VSIG4,,,H4C4,,
,,UQCRHL,,,C6orf226,,,PSAP,SKIC2,,,GEM,,MRAP,,,,,,,,ACAD9,,,,,EVC2,,,,,ENSG00000286098,,,,,,ERCC6L2,,MTM1,,,,,,,,ZNF131,,,,,,C6orf226,JMJD7,,PDIA4,,,H2BC7,,
,,H2BC12L,,,PPP2R2A,,,RPL37A,NELFE,,,PSIP1,,CRTAP,,,,,,,,CRACR2B,,,,,HECTD4,,,,,H3C2,,,,,,UBA7,,KCNMB3,,,,,,,,BSG,,,,,,PPP3R1,MRPS6,,KCTD18,,,MARCKS,,
,,HLA-B,,,SLC12A8,,,ZNF81,ZBTB12,,,FXN,,ELP5,,,,,,,,DNAJC28,,,,,COQ2,,,,,H3C3,,,,,,RAD51B,,C1GALT1C1,,,,,,,,TP53RK,,,,,,SLC12A8,DDOST,,FZD7,,,H3C7,,
,,ZSCAN31,,,CCNL2,,,ATAD3A,VARS1,,,KDM1B,,STX8,,,,,,,,TMEM94,,,,,KDM2A,,,,,DUS4L-BCAP29,,,,,,NLRP10,,GRIK1,,,,,,,,SUCLG2,,,,,,CCNL2,TMEM141,,RNF20,,,PRICKLE4,,
,,KDM4E,,,UBA52,,,H4C16,GPANK1,,,HGSNAT,,B3GNT2,,,,,,,,ZNF619,,,,,PARP14,,,,,,,,,,,FIGN,,TMEM126B,,,,,,,,STARD5,,,,,,C21orf140,CEBPA,,PXYLP1,,,H2BC10,,
,,B3GNT9,,,ZNF630,,,ZNF44,DHX16,,,RASEF,,TMED10,,,,,,,,BET1L,,,,,CKS1B,,,,,,,,,,,PLCXD1,,CANT1,,,,,,,,CSDC2,,,,,,VPS52,H2AJ,,RMND1,,,H4C1,,
,,CKMT1B,,,VPS52,,,SGTB,MRPS18B,,,HNRNPK,,DCLK2,,,,,,,,ASB8,,,,,ABLIM3,,,,,,,,,,,NPLOC4,,KRT19,,,,,,,,GNG12,,,,,,NPIPA3,USP51,,VPS37A,,,H4C2,,
,,CASTOR1,,,HLA-DPB1,,,ZNF790,PPP1R10,,,ANKS6,,KRT8,,,,,,,,DMAP1,,,,,GLRX,,,,,,,,,,,TSHZ2,,LURAP1,,,,,,,,COPS9,,,,,,PLEKHM1,BCKDHA,,NAT2,,,H3C10,,
,,RBM14,,,PLEKHM1,,,NKIRAS1,DDR1,,,MID1IP1,,MGMT,,,,,,,,NDUFAF3,,,,,GOLGB1,,,,,,,,,,,EXOC7,,MRPL36,,,,,,,,ZNF24,,,,,,HSBP1L1,CDK11B,,MAGEA8,,,MRPL45,,
,,GET4,,,CROCC2,,,H2BC12,ZNF616,,,CLDN3,,METTL7B,,,,,,,,STAP2,,,,,MAP3K11,,,,,,,,,,,BGN,,KRT20,,,,,,,,PPP1CA,,,,,,SCAMP4,ENSG00000248751,,MCU,,,ENSG00000283149,,
,,C1orf226,,,HSBP1L1,,,FCHSD1,TRIM27,,,CARD19,,HARS1,,,,,,,,BOLA1,,,,,MICOS10,,,,,,,,,,,FAM104B,,WIPF2,,,,,,,,CHCHD1,,,,,,RPL41,NAIP,,MIDEAS,,,ENSG00000283782,,
,,ADSL,,,SCAMP4,,,S100A6,ATXN2,,,WNK2,,DNAJC18,,,,,,,,ZNF518B,,,,,PPP1R14B,,,,,,,,,,,MXRA7,,LRRC8C,,,,,,,,MRPL52,,,,,,PGA4,RGS21,,FAM161B,,,ENSG00000284292,,
,,ACAD11,,,RPL41,,,MBP,TCTN1,,,HDX,,PYM1,,,,,,,,PLEC,,,,,MOB1B,,,,,,,,,,,LIMK2,,RSL1D1,,,,,,,,SMPDL3A,,,,,,PGA3,SHLD3,,KCNMA1,,,UPK3BL2,,
,,PPIL3,,,SETSIP,,,AKAP17A,C12orf73,,,NDUFB6,,NUDT9,,,,,,,,GALNT11,,,,,SNX33,,,,,,,,,,,RWDD4,,PTGER4,,,,,,,,RAD9A,,,,,,SETSIP,PRKDC,,BATF,,,ENSG00000285130,,
,,ISY1,,,STMND1,,,RPS4X,TRIM13,,,VCP,,PA2G4,,,,,,,,ZFAND2A,,,,,CEP83,,,,,,,,,,,SATB1,,TBCA,,,,,,,,CFL1,,,,,,RPS18,ZNF260,,ART3,,,ENSG00000285304,,
,,RDH14,,,RPS18,,,ZNF84,PSENEN,,,STOML2,,ARL6IP1,,,,,,,,P4HTM,,,,,PC,,,,,,,,,,,ANXA2,,MAP6,,,,,,,,CYP7B1,,,,,,NPIPB7,ENSG00000254692,,USP16,,,ENSG00000285458,,
,,HLA-DOB,,,TAPBP,,,MAK16,ZBTB10,,,MELK,,NUDCD2,,,,,,,,MAF,,,,,SCAI,,,,,,,,,,,PAPPA,,P2RY6,,,,,,,,CES3,,,,,,H2BC15,EEF1G,,CCT8,,,ENSG00000285547,,
,,ATP5PO,,,H2BC15,,,SIRPA,IPO7,,,ARHGAP12,,IRF2BP1,,,,,,,,COX5A,,,,,RCE1,,,,,,,,,,,RPS17,,TCEA2,,,,,,,,CES2,,,,,,RPS28,HTD2,,NAA11,,,H3C2,,
,,EIF6,,,H2BC12L,,,NPIPB13,INSYN1,,,HECTD2,,TRABD,,,,,,,,STX19,,,,,UQCRH,,,,,,,,,,,ACBD3,,TMEM51,,,,,,,,PDP2,,,,,,UQCRHL,ENSG00000255639,,BACH1,,,H3C3,,
,,MRPL20,,,HLA-B,,,ZNF649,SMN2,,,MARCHF8,,KIF5B,,,,,,,,TMEM139,,,,,TAS1R1,,,,,,,,,,,RBM10,,LGALS4,,,,,,,,DMXL1,,,,,,H2BC12L,ENSG00000255730,,SCAF4,,,PRRC2B,,
,,EIF4EBP3,,,ZSCAN31,,,ZNF544,HMGN1,,,INPPL1,,AKAP13,,,,,,,,GAK,,,,,PSMD1,,,,,,,,,,,GLUD2,,BCL2,,,,,,,,RNASEH2C,,,,,,HLA-B,ENSG00000256591,,RPGR,,,SOD2,,
,,MRPL33,,,C12orf75,,,TMEM229B,EIF3CL,,,GJB2,,GPR27,,,,,,,,ZBTB7A,,,,,TOMM20,,,,,,,,,,,TCEAL7,,ZNF540,,,,,,,,MYD88,,,,,,ZSCAN31,PGA5,,ANKRD9,,,,,
,,NAA80,,,PPP1R3E,,,MAN1A2,DPF3,,,CRYL1,,TRIAP1,,,,,,,,TUFM,,,,,JUP,,,,,,,,,,,EWSR1,,ZNF570,,,,,,,,ADH6,,,,,,B3GNT9,DENND11,,ATP5MJ,,,,,
,,NPIPB5,,,KDM4E,,,SZT2,RIMOC1,,,PKNOX2,,MTSS1,,,,,,,,EIF3K,,,,,PLK3,,,,,,,,,,,MTA1,,TRAPPC12,,,,,,,,HPSE2,,,,,,C2orf74,MAP1LC3B2,,UQCRB,,,,,
,,TTC4,,,C2orf74,,,QRICH1,NYNRIN,,,LRR1,,RPS9,,,,,,,,SPTY2D1,,,,,SPTBN2,,,,,,,,,,,CADM1,,PTEN,,,,,,,,EVC2,,,,,,TMEM250,C17orf49,,PPP2R2B,,,,,
,,TMEM35B,,,TMEM250,,,DDX42,RAB12,,,ZNF22,,GSTA4,,,,,,,,EDC3,,,,,C1QTNF1,,,,,,,,,,,AP2A2,,RPS7,,,,,,,,HECTD4,,,,,,CASTOR1,BCL2L2-PABPN1,,SUPV3L1,,,,,
,,MRPS6,,,RBM14,,,PEG3,SELENOH,,,RPUSD4,,NDUFA3,,,,,,,,FUCA1,,,,,CCS,,,,,,,,,,,RUVBL2,,CYP4F11,,,,,,,,FAM222B,,,,,,TNFSF12,CEP95,,PABIR2,,,,,
,,NFS1,,,GET4,,,ZKSCAN8,DENND1B,,,CDX2,,TANC2,,,,,,,,CALR,,,,,CD34,,,,,,,,,,,PTTG1IP,,LGALS9C,,,,,,,,KDM2A,,,,,,GET4,ENSG00000259132,,TYSND1,,,,,
,,TMEM141,,,ADSL,,,GET3,SCAF8,,,KBTBD6,,ZNF160,,,,,,,,RAD23A,,,,,DDX23,,,,,,,,,,,CCDC125,,SCG2,,,,,,,,MRPL57,,,,,,PPIL3,MRPL46,,PHF6,,,,,
